Address1,Address2,Style,Price,Beds,Baths,Sqft
581 Virginia Center Pkwy,"Glen Allen, VA 23059",House,4500,3,3,2350
1188/90 FM 2623,"Seguin, TX 78155",Apartment,1515,3,2,1200
856 W Palm Ave,"Jacksonville, FL 32254",House,1050,3,1,1597
3810 S Thompson Ave Unit 21,"Springdale, AR 72764",House,1000,2,1,
620 N Salem Rd,"Fayetteville, AR 72704",House,2895,4,3.5,2002
5410 S 111th Plz,"Omaha, NE 68137",Apartment,1134,2,2,1110
231 Madison St,"Waterloo, IA 50703",House,750,2,1,816
400 E Hemlock St,"Rogers, AR 72756",Townhome,1795,2,2.5,1247
105 E 11th St SW Apt 1,"Rome, GA 30161",Apartment,750,2,1,600
5021 Wyoming Trl,"North Richland Hills, TX 76180",House,2100,3,2,1458
5548 Crawford Dr,"North Richland Hills, TX 76180",Townhome,2600,3,2.5,1773
6424 Iron Horse Blvd # 01N,"North Richland Hills, TX 76180",Apartment,1147,1,1,700
301 E Compass Way,"Easley, SC 29640",Townhome,1799,3,2.5,1729
1328 S Travis St Unit 1328,"Sherman, TX 75090",Apartment,1050,2,1,956
2601 N Hutchinson St Unit 2601-7,"Pine Bluff, AR 71602",Apartment,550,1,1,600
1101 S 18th St,"Fort Smith, AR 72901",House,950,3,2,
809 E Centennial St,"Sherman, TX 75090",House,1950,3,2,1824
1519 Lucille St,"Seguin, TX 78155",Apartment,1650,3,2,1375
1915-1917 S R St,"Fort Smith, AR 72901",Apartment,625,2,1,830
1111 State Highway 123 Byp N,"Seguin, TX 78155",Apartment,950,Studio,1,400
1924 Moss St,"North Little Rock, AR 72114",Other,550,1,1,675
6100 Ashbury St # 5212,"North Richland Hills, TX 76180",Apartment,1435,1,1,784
315 Texas Ln Apt 206,"Springdale, AR 72764",Condo,1249,3,2,1280
3810 S Thompson Ave Unit 6,"Springdale, AR 72764",House,1000,2,1,
1715 W 18th St,"North Little Rock, AR 72114",House,650,3,1,936
6100 Ashbury St # 7206,"North Richland Hills, TX 76180",Apartment,1780,2,2,1082
1302 S 32nd St Unit 1302-08,"Kansas City, KS 66106",Apartment,900,1,1,700
1231 W Court St,"Seguin, TX 78155",Apartment,854,1,1,790
804 N Broughton St Unit 804,"Sherman, TX 75090",Other,1495,3,2,1256
2601 N Hutchinson St Unit 2601-9,"Pine Bluff, AR 71602",Apartment,550,1,1,600
5709 E Belknap St Apt 1032,"Haltom City, TX 76117",Apartment,1405,Studio,1,327
624 N 10th St,"Enid, OK 73701",House,695,2,1,
828 SE Montgomery,"Sherman, TX 75090",House,1725,3,2,1265
7731 N College Cir # 7727A,"North Richland Hills, TX 76180",Apartment,1149,1,1,727
1601 E FM 1417 Apt 8,"Sherman, TX 75090",House,1199,3,2,1216
136 Silverthorne Dr Unit 1,"Sanford, NC 27332",Apartment,1850,3,2.5,2148
71 Vocational Dr SW,"Rome, GA 30161",Townhome,1450,3,2,1638
1302-1304 S 32nd St,"Kansas City, KS 66106",Apartment,750,1,1,
2104 Savannah St,"Fort Smith, AR 72901",Apartment,850,2,1,
8320 Fairway Ln,"Rogers, AR 72756",House,2595,4,2.5,2535
2000 Valley Ln Unit 1,"Fort Smith, AR 72901",Apartment,1800,3,2,2750
2993 W Marigold Dr,"Fayetteville, AR 72704",House,1425,3,2,1442
1003 E Walnut St,"Seguin, TX 78155",House,1900,2,2,1722
864R Armadillo Dr,"Seguin, TX 78155",House,2280,4,2,1680
2517 Marty Way,"Seguin, TX 78155",House,2400,4,2.5,2039
713 N Rupple Rd,"Fayetteville, AR 72704",House,1750,3,2.5,1847
514 Butterfield Coach Rd,"Springdale, AR 72764",Apartment,1299,2,2,1025
300 Neely Ave,"Shelbyville, TN 37160",Apartment,850,1,1,700
105 Wylie Ct Apt C,"Easley, SC 29640",Apartment,950,2,1,900
301 Ligon Dr,"Shelbyville, TN 37160",Apartment,1200,Studio - 2,1,300 - 790
137 E 11th Ave Unit 1,"Hutchinson, KS 67501",Apartment,900,4,2,
514 Butterfield Coach Rd,"Springdale, AR 72764",Apartment,966,1,1,825
1300 South Park Way # TL140,"Sanford, NC 27332",Apartment,1537,2,2,1147
1704 E King St,"Sherman, TX 75090",House,1500,3,1,1092
3124 Sweetwater Way,"Sherman, TX 75090",House,2495,4,2.5,2326
2014 N E St,"Fort Smith, AR 72901",House,1095,2,1,924
4311 W Barhem Dr Unit 1,"Fayetteville, AR 72704",Apartment,1850,3,2,1556
400 S 8th St Unit 400D,"Rogers, AR 72756",Condo,1539,Studio,,2000
2644 Commonwealth Ave,"Jacksonville, FL 32254",Condo,900,2,1,704
103-107 Nottingham Way,"Logansport, IN 46947",Apartment,895,2,1,1100
314 Lester St Apt 1,"Waterloo, IA 50703",House,425,1,1,
328 E Compass Way,"Easley, SC 29640",Townhome,1749,3,2.5,1634
7717R Bogart Dr,"North Richland Hills, TX 76180",House,3190,4,3,2890
1018 N Maple St,"Hutchinson, KS 67501",Apartment,425,1,1,400
210 E Compass Way,"Easley, SC 29640",Townhome,1799,3,2.5,1729
615 W Maple Ave Apt 5,"Enid, OK 73701",House,550,1,1,
124 E 6th Ave,"Hutchinson, KS 67501",Apartment,400,1,1,
7731 N College Cir # 7776B,"North Richland Hills, TX 76180",Apartment,1082,1,1,727
5709 E Belknap St,"Haltom City, TX 76117",Apartment,975,Studio - 2,1,327 - 836
1709 Caspersen Dr,"Houston, TX 77029",House,1500,3,2,871
2022 and 2104 Phoenix Ave,"Fort Smith, AR 72901",Apartment,650,2,1,800
N Rupple Rd Unit 919A,"Fayetteville, AR 72704",Apartment,2400,3,3.5,
1112 N 14th St,"Fort Smith, AR 72901",Apartment,695,2,1,
100 Josie Pl,"Springdale, AR 72764",Apartment,1250,3,2,990
6605 S 135th St,"Omaha, NE 68137",House,2600,4,3,1850
7731 N College Cir # 7748C,"North Richland Hills, TX 76180",Apartment,1587,2,2,1067
6424 Iron Horse Blvd # 21M,"North Richland Hills, TX 76180",Apartment,1147,1,1,700
239 Madison St Unit 1,"Waterloo, IA 50703",Apartment,750,2,1,816
740 N Honey Locust Ave,"Fayetteville, AR 72704",House,1395,2,2,694
319 E Compass Way,"Easley, SC 29640",Townhome,1799,3,2.5,1729
3441 Sweetwater Way,"Sherman, TX 75090",House,2250,4,2.5,2089
1909 Layton Ave,"Haltom City, TX 76117",House,1795,3,1,1116
606 Virginia St Apt 204,"Springdale, AR 72764",House,975,3,1,740
694 694 N Littleleaf Ter,"Fayetteville, AR 72704",House,1395,2,2,694
2701 Penn St,"Saint Joseph, MO 64507",House,1300,4,2,1600
2311 San Jacinto Way Unit House,"Sherman, TX 75090",House,1900,3,2,1297
2801 N Cassius Ln,"Fayetteville, AR 72704",Other,1500,3,2,1300
6250 Rosewood Dr,"North Richland Hills, TX 76180",Apartment,2620,4,3,1954
1601 Weyland Dr # 1-1107,"North Richland Hills, TX 76180",Apartment,1738,2,2,1146
9805 Kerr St Unit A,"Houston, TX 77029",Other,1420,2,2,
748 Ellis Rd N,"Jacksonville, FL 32254",Apartment,1147,2,1,784
7311 W Wedington Dr,"Fayetteville, AR 72704",House,1200,3,2,1163
115 S Spruce St,"North Little Rock, AR 72114",House,750,2,1,924
1333 Hidalgo St,"Seguin, TX 78155",House,1550,3,2,
5325 N Oak St,"Springdale, AR 72764",Apartment,1330,3,2,1085
1296 N Fieldstone Ave,"Fayetteville, AR 72704",House,1445,3,2,1372
1032 Hood Ave,"Jacksonville, FL 32254",House,1270,3,1,1281
900 W 16th St Unit Newrenter,"North Little Rock, AR 72114",Apartment,1,1,1,
1402 Willis Ave Apt 7,"Perry, IA 50220",House,650,1,1,400
1601 East # Fm,"Sherman, TX 75090",Apartment,1199,3,2,1152
6424 Iron Horse Blvd # 06D,"North Richland Hills, TX 76180",Apartment,1217,1,1,700
222 1/2 13th St,"Logansport, IN 46947",Apartment,895,2,1,1290
7731 N College Cir # 7703D,"North Richland Hills, TX 76180",Apartment,1597,2,2,1067
2601 N Hutchinson St,"White Hall, AR 71602",Apartment,550,1,1,5040
3416 Scott Cir,"Seguin, TX 78155",Apartment,1575,3,2,1372
364 River Bend Rd,"Shelbyville, TN 37160",House,2700,4,2,2472
1270 N Corsica Dr,"Fayetteville, AR 72704",Apartment,2250,4,4,
1517 Electric Ave,"Springdale, AR 72764",Apartment,744,Studio,1,540
7 Brig Dean Rd,"Rogers, AR 72756",House,1990,3,2,1545
1300 South Park Way # 426,"Sanford, NC 27332",Apartment,1260,1,1,810
925 Boone Dr,"Sherman, TX 75090",House,1900,3,3,1702
1319 Beach Blvd,"Sherman, TX 75090",House,2300,4,2,1956
1509 Doncaster Dr,"Seguin, TX 78155",House,1595,4,2,2069
304 Flora Ave SE,"Rome, GA 30161",House,1200,3,2,
6100 Ashbury St # 5303,"North Richland Hills, TX 76180",Apartment,1470,1,1,726
718 W Maple St,"Rogers, AR 72756",House,2850,4,2.5,2085
3702-B Locksley St,"Springdale, AR 72764",Apartment,1500,3,2,1477 - 1483
1309 N Pine Creek Dr,"Fayetteville, AR 72704",House,1500,3,2,1390
5330 Kankakee Blvd,"Jacksonville, FL 32254",House,1645,3,2,1380
802 N Throckmorton St,"Sherman, TX 75090",Other,1435,3,2,1140
907 Liberty Ave,"Seguin, TX 78155",House,1495,3,2,1090
440 Sunrise Park,"Seguin, TX 78155",House,2595,4,2,2898
1504 Allen St Apt 1,"North Little Rock, AR 72114",Apartment,600,1,1,600
1533 Merchant St,"Emporia, KS 66801",Apartment,500,1,1,585
1151 Magnolia,"Seguin, TX 78155",Apartment,1600,3,2,980
5116 Stanley Keller Rd Apt C,"Haltom City, TX 76117",Condo,1225,2,2,901
3323 Sweetwater Way,"Sherman, TX 75090",House,1850,3,2,1532
6424 Iron Horse Blvd # 02J,"North Richland Hills, TX 76180",Apartment,1147,1,1,700
6715 Buenos Aires Dr # 1067,"North Richland Hills, TX 76180",Apartment,1149,1,1,660
3319 Sweetwater Way,"Sherman, TX 75090",House,1845,3,2,1450
1601 Weyland Dr # 2-0505,"North Richland Hills, TX 76180",Apartment,1743,2,2,1261
1335 Canary Ln,"Seguin, TX 78155",House,2150,3,2,2270
5012 Vicki St,"Haltom City, TX 76117",House,2045,4,2.5,2240
7731 N College Cir # 7715E,"North Richland Hills, TX 76180",Apartment,1149,1,1,727
6100 Ashbury St # 7202,"North Richland Hills, TX 76180",Apartment,1445,1,1,784
1908 N Severance St,"Hutchinson, KS 67502",Condo,850,1,1,800
928 Chachalaca Ct,"Seguin, TX 78155",House,2050,4,2,1612
2218 Lexington Ave,"Monroe, NC 28112",House,1095,3,2.5,2099
336 DE Haven St # A,"Houston, TX 77029",Other,1800,3,2,1205
2940 Fitzgerald St,"Jacksonville, FL 32254",House,1275,3,2,849
1307 Mulberry St,"Van Buren, AR 72956",Apartment,800,2,1,
3151 W Anne St,"Fayetteville, AR 72704",House,1795,3,2,1038
723 W Parker St,"Waterloo, IA 50703",House,1100,3,1,1252
7731 N College Cir,"North Richland Hills, TX 76180",Apartment,1649,3,2,1340
2312 Victoria Dr,"Kansas City, KS 66106",Apartment,1060,3,1,1000
7731 N College Cir # 7703A,"North Richland Hills, TX 76180",Apartment,1467,2,2,1067
516 California St,"Waterloo, IA 50703",House,895,3,1,1332
6021 Parker Blvd,"North Richland Hills, TX 76180",Condo/Townhome,1287,1,1,702
2853 W 1st St,"Jacksonville, FL 32254",House,1600,4,2,1468
3141 E Hwy,"Monroe, NC 28112",House,1495,Studio+,1,
1039 Timber Elm,"Seguin, TX 78155",House,3200,4,2,2637
817 Market St,"Emporia, KS 66801",House,1200,4,1.5,2285
500 Windsor Green Blvd,"Goodlettsville, TN 37072",Apartment,1224,1,1,650
1906 E Pine Ave,"Enid, OK 73701",House,650,2,1,1018
6100 Ashbury St Apt 2102,"North Richland Hills, TX 76180",Apartment,1430,1,1,726
8430 Fremont St,"Lincoln, NE 68507",Apartment,2080,3,2,1418
5819 Antonio Pl,"Seguin, TX 78155",House,2190,4,2,1618
6715 Buenos Aires Dr,"North Richland Hills, TX 76180",Apartment,1102,1,1,544
5 Esplanade Cir,"North Little Rock, AR 72114",Apartment,1231,1,1,734
1300 South Park Way # TL144,"Sanford, NC 27332",Apartment,1565,2,2,1159
821 Brassie Ln,"Glen Allen, VA 23059",Condo,1750,1,1,
1805 S Y St,"Fort Smith, AR 72901",Apartment,650,1,1,700
884 Palisades Ave,"Springdale, AR 72764",House,2195,4,2,1982
31 E 16th St SW Unit 1,"Rome, GA 30161",Apartment,980,3,1,920
3925R Janrue Ct,"Haltom City, TX 76117",House,2010,3,1,1196
2950 Jones St,"Rainbow City, AL 35906",Apartment,465,1,1,825
11414 Abbots Cross Ln,"Glen Allen, VA 23059",Condo,2275,3,4,2680
4316 W Havana Ave,"Fayetteville, AR 72704",House,1800,3,2,1408
214 Grady Ave NE,"Rome, GA 30161",Apartment,1100,3,1,1176
1439 Barnes Dr,"Seguin, TX 78155",Apartment,993,Studio,1,552
N 18th,"Fort Smith, AR 72901",Apartment,560,,1,
802 S 25th St,"Fort Smith, AR 72901",Apartment,675,1,1,716
1010 N Turtle Creek Dr,"Rogers, AR 72756",Other,1295,2,1.5,1150
1414 S Powell St Apt 102,"Springdale, AR 72764",Condo,695,1,1,400
4009 Tin Roof Way,"Glen Allen, VA 23059",Townhome,2600,3,3,2040
Rochester Cir,"Springdale, AR 72764",Apartment,950,1,1,825
970 Douglas Cir,"Jacksonville, FL 32254",House,1295,3,1.5,1027
1600 Juniper Cir Unit 14316672,"Springdale, AR 72764",House,850,2,1,900
580 E Randall Wobbe Ln,"Springdale, AR 72764",Apartment,980,2,1,675
6901 NE Loop 820,"North Richland Hills, TX 76180",Apartment,1205,1,1,518
304 Hollingsworth Ave Unit Hn,"Rainbow City, AL 35906",Apartment,775,2,1.5,850
295 E Compass Way,"Easley, SC 29640",Townhome,1749,3,2.5,1634
1601 Weyland Dr # 2-1806,"North Richland Hills, TX 76180",Apartment,1700,2,2,1261
4339 W Topeka Ave,"Fayetteville, AR 72704",House,2200,3,2,1445
6100 Ashbury St # 6206,"North Richland Hills, TX 76180",Apartment,1840,2,2,1131
916 State St,"Emporia, KS 66801",Apartment,500,1,1,670
105 Kingwood Ave,"Shelbyville, TN 37160",House,1500,3,2,1250
608 608 N Salem Rd,"Fayetteville, AR 72704",House,2895,4,3.5,2054
6100 Ashbury St,"North Richland Hills, TX 76180",Apartment,1400,1,1,726
1414 Powell St,"Springdale, AR 72764",Condo,695,1,1,400
128 Woodland Dr # 1,"Georgetown, GA 39854",House,850,2,2,980
159 Dearborn Ave,"Waterloo, IA 50703",House,600,1,1,480
1111 State Highway 123 Byp N,"Seguin, TX 78155",Apartment,1450,2,2,954
12727 Woodcrest Plz,"Omaha, NE 68137",Condo,2500,3,2,1508
1732 Stone St,"Union City, TN 38261",Apartment,850,3,2,1150
1908 N Severance St Apt 51,"Hutchinson, KS 67502",Condo,850,1,1,800
917 8th St,"Seguin, TX 78155",House,1650,3,2,1298
200 Nichols Ave,"Rainbow City, AL 35906",Apartment,475,1,1,
420 Park St Apt 203,"Springdale, AR 72764",Apartment,625,2,1,400
16 S Custer Ave,"New Holland, PA 17557",Apartment,1650,3,1,1125
4610 Twin Hickory Lake Dr,"Glen Allen, VA 23059",House,2300,2,2,1486
1317 E 10th Ave Unit 1,"Hutchinson, KS 67501",Apartment,1450,2,1,
100 E Terrace Dr Unit 103A,"Easley, SC 29640",Apartment,950,2,1,900
1708 S H St,"Fort Smith, AR 72901",House,850,2,1,1100
117 W Wilson Ave Unit 119,"Sherman, TX 75090",Other,1499,3,2,1233
3472 W Cork Ln,"Fayetteville, AR 72704",House,2445,4,3.5,2036
535 N Salem Rd,"Fayetteville, AR 72704",House,2500,3,2.5,2113
7552 Westminster Ave,"Warren, MI 48091",House,1300,3,1,1026
5027 W New Bridge Rd,"Fayetteville, AR 72704",House,2000,3,2,1842
9805 Kerr St,"Houston, TX 77029",House,1420,2,2,1116
3616 Wasmund Ave,"Warren, MI 48091",Apartment,900,2,1,
2015 Franklin St,"North Little Rock, AR 72114",House,950,3,1,1167
5900 Steeplewood Dr,"Fort Worth, TX 76180",House,2045,3,2,1627
67 McMurtry Rd,"Goodlettsville, TN 37072",House,2000,3,2,1200
1300 South Park Way # 1144,"Sanford, NC 27332",Apartment,1488,2,2,1159
109 E 5th Ave,"Hutchinson, KS 67501",Apartment,475,2,1,
335 W Nightingale Cir,"Fayetteville, AR 72704",House,1750,3,1.5,1036
26 Stevens St NE,"Rome, GA 30161",House,1350,3,1,
8601 Ice House Dr,"North Richland Hills, TX 76180",Apartment,1160,1,1,683
7731 N College Cir # 7724A,"North Richland Hills, TX 76180",Apartment,1475,2,2,1067
7747 Bethel Rd,"Goodlettsville, TN 37072",House,925,2,2,1000
3996 Stonehenge Ave,"Springdale, AR 72764",House,2700,4,3,2200
3322 Lane Ave N,"Jacksonville, FL 32254",House,1385,3,2,1308
568 N Honey Locust Bnd,"Fayetteville, AR 72704",House,1395,2,2,694
4700 Garden Pond Dr,"Glen Allen, VA 23059",Apartment,1607,1,1,763
180 Swindall Cir,"Rainbow City, AL 35906",House,2300,4,2.5+,
302 E Compass Way,"Easley, SC 29640",Townhome,1749,3,2.5,1634
1842 Slippery Rock Ln,"Monroe, NC 28112",House,1875,3,2,1414
1601 Weyland Dr # 1-2104,"North Richland Hills, TX 76180",Apartment,1720,2,2,1146
642 Heathers Way,"Seguin, TX 78155",House,1575,3,2.5,1344
24 Van Buren St Unit 1,"Waterloo, IA 50703",Apartment,775,2,1,
5809 Samantha St,"Fayetteville, AR 72704",Apartment,1395,2,1,1035
303 S Todds Ferry Rd,"Conesville, IA 52739",House,725,3,1,
2043 N Penelope Ln,"Fayetteville, AR 72704",Other,2800,4,3,2195
736 E 12th Ave,"Emporia, KS 66801",Apartment,415,Studio,1,350
832 Adrian St,"Waterloo, IA 50703",House,695,3,1,812
N 15th St,"Fort Smith, AR 72901",Apartment,500,2,1,
1238 W 11th St,"North Little Rock, AR 72114",Apartment,595,Studio+,1,700
15 Colonial Park,"New Holland, PA 17557",Townhome,1550,3,1,
3048 W Mica St,"Fayetteville, AR 72704",Apartment,1595,3,2,1500
6304R Shirley Dr,"North Richland Hills, TX 76180",House,2670,3,2,1673
6897 Meadow Crest Dr,"North Richland Hills, TX 76180",Condo/Townhome,1123,2,1,845
724 Stonemanor Bay,"Seguin, TX 78155",House,2100,4,2,1969
6100 Ashbury St Apt 3206,"North Richland Hills, TX 76180",Apartment,1690,2,2,1082
104 Tara Oak Ct Unit 1,"Easley, SC 29640",Apartment,2000,3,2,1764
3586 W Chevaux Ct,"Fayetteville, AR 72704",Townhome,1300,2,2.5,1308
2951 Warrington St Unit 1,"Jacksonville, FL 32254",Apartment,1350,4,1,959
1501 Lucille St Unit 1501,"Seguin, TX 78155",Duplex/Triplex,1600,3,2,2738
7505 Deaver Dr,"North Richland Hills, TX 76180",House,1975,3,2,1256
221 E Brockett St,"Sherman, TX 75090",House,1800,3,2,1512
1300 South Park Way # LP539,"Sanford, NC 27332",Apartment,1537,2,2,1147
691 N Salem Rd,"Fayetteville, AR 72704",House,2600,4,3.5,2036
1300 South Park Way # 505,"Sanford, NC 27332",Apartment,1260,1,1,810
3009 S S St,"Fort Smith, AR 72901",House,995,3,1,1020
110 Harris St,"Goodlettsville, TN 37072",Apartment,1514,3,2,2000
224 W Lake St,"Sherman, TX 75090",Other,1575,3,2.5,1238
1306 W 21st St,"North Little Rock, AR 72114",House,1000,4,2,1179
704 N Harrison Ave,"Sherman, TX 75090",Apartment,1395,3,2,1392
6100 Ashbury St # 4306,"North Richland Hills, TX 76180",Apartment,1690,2,2,1082
5924 Texas Spur,"Seguin, TX 78155",House,1995,4,2,1627
605 W 22nd St,"North Little Rock, AR 72114",Apartment,650,Studio+,1,686
129 Trellis Way,"Goodlettsville, TN 37072",House,2495,4,2.5,2651
629 Ashers Pl,"Seguin, TX 78155",House,1525,3,2,1347
3030 W US Highway 421 Unit 1,"Wilkesboro, NC 28697",Apartment,2000,3,2,
931 S Rupple Rd Unit 2,"Fayetteville, AR 72704",Other,3200,4,4.5,2032
1501 Linda Dr,"Sherman, TX 75090",House,2895,4,2.5,2641
1300 South Park Way # LP347,"Sanford, NC 27332",Apartment,1580,2,2,1159
8359 Harwood Rd,"North Richland Hills, TX 76180",House,1075,1,1,665
6855 S 118th St,"Omaha, NE 68137",Apartment,1740,Studio+,1,300
1300 South Park Way # LP519,"Sanford, NC 27332",Apartment,1320,1,1,810
1145-1147 Burek Cross,"Seguin, TX 78155",Apartment,1525,3,2,1372
513 S 11th St,"Van Buren, AR 72956",Apartment,700,1,1,720
6100 S Wilkerson St,"Fayetteville, AR 72704",Apartment,650,2,1,625
108 Saint Lo Cir,"Easley, SC 29640",House,2000,3,2,1000
900 E Sunset Dr,"Monroe, NC 28112",Apartment,843,Studio,1,480
735 Harvest Way,"Monroe, NC 28112",House,1945,3,2,1318
1601 Weyland Dr # 1-2097,"North Richland Hills, TX 76180",Apartment,1745,2,2,1146
1601 Weyland Dr # 1-2060,"North Richland Hills, TX 76180",Apartment,1134,1,1,680
5401 Jenny Lind Rd,"Fort Smith, AR 72901",Apartment,795,2,1,737
1724 E Milwaukee Ave,"Storm Lake, IA 50588",Apartment,Contact For Price,2-Jan,1,600 - 720
6490 Iron Horse Blvd,"North Richland Hills, TX 76180",Apartment,2440,3,2,1298
504 504 Fairfax Townhomes,"Logansport, IN 46947",Apartment,695,1,1,641
21908 Dequindre Rd Unit 52,"Warren, MI 48091",House,1079,2,1,700
100 Paseo Del Rio,"Seguin, TX 78155",House,3500,3,3.5,3144
1625 S S St,"Fort Smith, AR 72901",House,1095,2,1,953
1402 Atlanta St,"Fort Smith, AR 72901",Apartment,650,2,1,
325 E Park Ave,"Waterloo, IA 50703",Apartment,1150,Studio,1,425
2009 S R St,"Fort Smith, AR 72901",House,1295,2,1,1221
2716 John Ashley Dr,"North Little Rock, AR 72114",Townhome,850,3,2,1368
2440 Ayers Dr Unit 1,"Seguin, TX 78155",Apartment,2100,4,2.5,2102
202 E Emma Ave,"Springdale, AR 72764",Apartment,1810,2,2,1057
325 E Park Ave,"Waterloo, IA 50703",Apartment,1600,1,1,978
1341 Road R,"Emporia, KS 66801",House,900,3,1,
8515 26 Blvd,"North Richland Hills, TX 76180",Apartment,2520,4,2,1407
3515 Dignan St,"Jacksonville, FL 32254",House,1268,3,1,915
1006 Walnut Ave Unit 101,"Springdale, AR 72764",House,795,2,1,744
5600 Texoma Pkwy,"Sherman, TX 75090",Apartment,1249,3,2,1216
4282 Cactus Pl Unit 1,"Fayetteville, AR 72704",Apartment,2600,3,2,1850
7731 N College Cir # 7716D,"North Richland Hills, TX 76180",Apartment,1455,2,2,1067
308 E Compass Way,"Easley, SC 29640",Townhome,1799,3,2.5,1729
5005 NE Loraine St Apt 14,"Haltom City, TX 76117",Apartment,900,Studio,1,364
802 S 25th St,"Fort Smith, AR 72901",Apartment,795,2,1,916
301 Larson Ct,"Hillsdale, IL 61257",Apartment,795,2,1,700
Rochester Cir,"Springdale, AR 72764",Apartment,1350,2,2,1400
1805-1813 S Y St,"Fort Smith, AR 72901",Apartment,650,1,1,700
2863 W 9th St,"Jacksonville, FL 32254",House,1199,3,1,1200
2005 Ashlee Dr,"Springdale, AR 72764",Apartment,1795,3,2,1450
15700 Washington Ave,"San Lorenzo, CA 94580",Apartment,2650,3-Feb,1 - 2.5,700 - 1048
644 N Malbec Rd,"Fayetteville, AR 72704",House,2445,4,3.5,2036
3736 Layton Ave,"Haltom City, TX 76117",House,1870,3,1.5,1080
231 Madison St Unit 1,"Waterloo, IA 50703",Apartment,750,2,1,816
15551 Adams St Apt 101,"Omaha, NE 68137",Apartment,1099,2,2,1142
5325 County Road 38,"Hanceville, AL 35077",House,800,1,1,1000
12775 Woodcrest Plz,"Omaha, NE 68137",Apartment,1195,2,2-Jan,1000 - 1100
706 Schuessler St,"Seguin, TX 78155",House,1650,3,2,1298
2645 E 4th St,"Waterloo, IA 50703",House,1250,4,1,1512
1601 Weyland Dr # 2-1501,"North Richland Hills, TX 76180",Apartment,1374,1,1,1064
1300 South Park Way # 623,"Sanford, NC 27332",Apartment,1488,2,2,1159
1180/1182 FM 2623,"Seguin, TX 78155",Apartment,1525,3,2,
6100 Ashbury St Apt 2303,"North Richland Hills, TX 76180",Apartment,1425,1,1,726
5151 Broadway Ave,"Haltom City, TX 76117",Condo,975,1,1,
303 Strand St SW,"Rome, GA 30161",House,1100,2,1,816
3318 Dignan St,"Jacksonville, FL 32254",House,1100,3,2,960
510 E 19th St SW,"Rome, GA 30161",Apartment,900,2,1,
215 Cherokee St,"Jacksonville, FL 32254",House,995,3,1,867
5117 Maryanna Way,"Fort Worth, TX 76180",House,2320,4,2,1838
924 Sycamore St,"Waterloo, IA 50703",Apartment,1225,2,2,1054
121 N Andrews Ave,"Sherman, TX 75090",House,1750,3,2,1528
5914 Antonio Pl,"Seguin, TX 78155",House,1970,4,2,1627
735 Harvest Way Unit 1,"Monroe, NC 28112",House,1945,3,2,1318
8515 Boulevard 26,"North Richland Hills, TX 76180",Apartment,2520,4,2,1407
814 N Walnut St,"Sherman, TX 75090",House,1450,3,2,1450
452 Moss Trl,"Goodlettsville, TN 37072",Apartment,1305,1,1,948
3810 S Thompson Ave Unit 30,"Springdale, AR 72764",House,1350,3,2,
7544 Dodge Ave,"Warren, MI 48091",House,1275,2,1.5,
709 Prairie Hl,"Seguin, TX 78155",House,1450,2,1.5,1232
301 E 4th St,"Sedalia, MO 65301",Apartment,1350,1,1,
5005 NE Loraine St Apt 12,"Haltom City, TX 76117",Apartment,1050,1,1,591
1609 W Franklin St,"Monroe, NC 28112",Apartment,1100,2,1,872
912 Cinnamon Teal,"Seguin, TX 78155",House,2100,4,2,1796
5410 S 111th Plz,"Omaha, NE 68137",Apartment,1053,1,1,780
500-514 Pine St,"Waterloo, IA 50703",Apartment,800,2,1,1216
6021 Parker Blvd,"North Richland Hills, TX 76180",Condo/Townhome,2437,3,2,1300
583 N Rupple Rd,"Fayetteville, AR 72704",House,1850,3,2.5,2000
5501 Adams Dr,"Haltom City, TX 76117",Condo/Townhome,1113,1,1,650
601 S 5th St,"Easley, SC 29640",Apartment,2445,3,2,2099
3232 Dillon St,"Jacksonville, FL 32254",House,1250,3,1,873
1417 Sheryl St,"Houston, TX 77029",House,1900,4,1.5,1050
1652 N Golf Club Dr,"Fayetteville, AR 72704",Townhome,2250,3,2.5,1400
2021 W Short 17th St,"North Little Rock, AR 72114",Apartment,450,1,1,624
1300 South Park Way # LP425,"Sanford, NC 27332",Apartment,1562,2,2,1147
714 Braden St,"Seguin, TX 78155",House,1650,3,2,1298
2726 John Ashley Dr,"North Little Rock, AR 72114",Townhome,950,3,1.5,
3555 Dignan St Unit 1,"Jacksonville, FL 32254",Apartment,1495,4,2,1395
6100 Ashbury St Apt 3220,"North Richland Hills, TX 76180",Apartment,1735,2,2,1082
303 Stonewall St NE,"Rome, GA 30161",Apartment,725,2,1,
1604 W Stratton Dr,"Rogers, AR 72756",House,2000,3,2,1803
1300 South Park Way # TL214,"Sanford, NC 27332",Apartment,1565,2,2,1159
5544 Kilmer Dr,"North Richland Hills, TX 76180",Townhome,2600,4,3,1874
1707 Marion St Unit 1707,"North Little Rock, AR 72114",Apartment,695,2,1,810
100 Robert Cartwright Dr,"Goodlettsville, TN 37072",Apartment,1358,3,2,1319
1772 Via Lacqua,"San Lorenzo, CA 94580",House,1140,1,1,180
1275 N Rupple Rd,"Fayetteville, AR 72704",Other,3000,3,3.5,1703
7633 Regal Ln,"North Richland Hills, TX 76180",House,3450,3,2.5,3005
7063 Oak Rd,"Sanford, NC 27332",House,2200,3,2,
